,Date,Location,Type,Suspect_In_Custody,Weapon_Involved
7684,2020-06-14,Urban,Theft,No,True
7685,2020-06-14,Rural,Theft,No,True
7686,2020-06-14,Urban,Speeding,No,False
7687,2020-06-14,Urban,Jaywalking,No,False
7688,2020-06-13,Suburban,Blackmail,Yes,False
7689,2020-06-13,Urban,Speeding,No,False
7690,2020-06-13,Urban,Theft,Yes,False
7691,2020-06-13,Urban,Jaywalking,No,False
7692,2020-06-13,Rural,Theft,No,False
7693,2020-06-12,Urban,Blackmail,No,False
7694,2020-06-12,Urban,Jaywalking,Yes,False
7695,2020-06-11,Urban,Speeding,No,False
7696,2020-06-11,Suburban,Speeding,No,False
7697,2020-06-11,Suburban,Theft,No,True
7698,2020-06-11,Suburban,Jaywalking,Yes,False
7699,2020-06-11,Urban,Theft,No,True
7700,2020-06-11,Urban,Jaywalking,No,False
7701,2020-06-11,Urban,Theft,Yes,True
7702,2020-06-10,Rural,Theft,Yes,True
7703,2020-06-10,Urban,Fraud,No,False
7704,2020-06-10,Urban,Theft,Yes,False
7705,2020-06-10,Rural,Theft,Yes,False
7706,2020-06-10,Rural,Theft,No,False
7707,2020-06-09,Urban,Theft,No,False
7708,2020-06-09,Suburban,Theft,No,False
7709,2020-06-09,Urban,Theft,No,True
7710,2020-06-09,Urban,Theft,Yes,False
7711,2020-06-08,Suburban,Jaywalking,No,False
7712,2020-06-08,Urban,Speeding,Yes,False
7713,2020-06-07,Urban,Jaywalking,No,False
7714,2020-06-07,Suburban,Theft,No,False
7715,2020-06-07,Rural,Jaywalking,No,False
7716,2020-06-07,Urban,Theft,No,True
7717,2020-06-07,Suburban,Speeding,No,False
7718,2020-06-07,Rural,Speeding,Yes,False
7719,2020-06-07,Suburban,Theft,No,True
7720,2020-06-06,Urban,Speeding,No,False
7721,2020-06-06,Suburban,Speeding,No,False
7722,2020-06-06,Suburban,Speeding,No,False
7723,2020-06-06,Urban,Blackmail,Yes,False
7724,2020-06-06,Suburban,Theft,No,True
7725,2020-06-06,Urban,Jaywalking,Yes,False
7726,2020-06-06,Suburban,Blackmail,No,False
7727,2020-06-05,Urban,Jaywalking,Yes,False
7728,2020-06-05,Suburban,Theft,No,False
7729,2020-06-05,Suburban,Blackmail,No,False
7730,2020-06-05,Suburban,Theft,No,True
7731,2020-06-05,Urban,Speeding,No,False
7732,2020-06-03,Urban,Theft,No,True
7733,2020-06-03,Urban,Theft,No,False
7734,2020-06-03,Suburban,Jaywalking,No,False
7735,2020-06-03,Urban,Speeding,No,False
7736,2020-06-03,Suburban,Theft,No,False
7737,2020-06-03,Urban,Car theft,No,False
7738,2020-06-03,Suburban,Theft,No,False
7739,2020-06-03,Suburban,Jaywalking,No,False
7740,2020-06-03,Suburban,Theft,No,False
7741,2020-06-03,Urban,Theft,No,True
7742,2020-06-02,Urban,Theft,No,False
7743,2020-06-02,Suburban,Speeding,No,False
7744,2020-06-01,Suburban,Theft,No,True
7745,2020-06-01,Urban,Speeding,Yes,False
7746,2020-05-31,Urban,Theft,No,False
7747,2020-05-31,Suburban,Fraud,Yes,False
7748,2020-05-31,Suburban,Jaywalking,Yes,False
7749,2020-05-30,Suburban,Theft,Yes,False
7750,2020-05-30,Urban,Jaywalking,No,False
7751,2020-05-30,Rural,Jaywalking,No,False
7752,2020-05-30,Urban,Jaywalking,No,False
7753,2020-05-30,Urban,Murder,No,True
7754,2020-05-30,Suburban,Speeding,Yes,False
7755,2020-05-28,Urban,Theft,No,True
7756,2020-05-27,Suburban,Jaywalking,No,False
7757,2020-05-27,Urban,Theft,No,False
7758,2020-05-27,Rural,Speeding,No,False
7759,2020-05-27,Suburban,Speeding,No,False
7760,2020-05-27,Urban,Jaywalking,No,False
7761,2020-05-27,Urban,Fraud,Yes,False
7762,2020-05-27,Suburban,Theft,Yes,False
7763,2020-05-27,Urban,Blackmail,No,False
7764,2020-05-27,Urban,Theft,No,False
7765,2020-05-26,Suburban,Speeding,No,False
7766,2020-05-26,Urban,Theft,No,True
7767,2020-05-26,Urban,Theft,No,True
7768,2020-05-26,Urban,Theft,No,False
7769,2020-05-26,Rural,Theft,No,False
7770,2020-05-26,Suburban,Speeding,No,False
7771,2020-05-26,Urban,Theft,No,True
7772,2020-05-24,Suburban,Jaywalking,No,False
7773,2020-05-24,Rural,Speeding,Yes,False
7774,2020-05-24,Suburban,Jaywalking,No,False
7775,2020-05-24,Rural,Jaywalking,No,False
7776,2020-05-24,Urban,Speeding,No,False
7777,2020-05-24,Rural,Theft,No,False
7778,2020-05-23,Rural,Theft,No,False
7779,2020-05-23,Urban,Jaywalking,No,False
7780,2020-05-23,Rural,Theft,No,False
7781,2020-05-23,Urban,Jaywalking,No,False
7782,2020-05-23,Rural,Speeding,Yes,False
7783,2020-05-23,Urban,Fraud,Yes,False
7784,2020-05-23,Urban,Blackmail,No,False
7785,2020-05-23,Suburban,Jaywalking,No,False
7786,2020-05-22,Suburban,Speeding,No,False
7787,2020-05-22,Rural,Jaywalking,No,False
7788,2020-05-22,Urban,Theft,No,True
7789,2020-05-22,Urban,Jaywalking,No,False
7790,2020-05-22,Rural,Speeding,No,False
7791,2020-05-21,Rural,Speeding,No,False
7792,2020-05-21,Urban,Blackmail,Yes,False
7793,2020-05-21,Urban,Fraud,No,False
7794,2020-05-21,Urban,Car theft,No,False
7795,2020-05-21,Suburban,Theft,No,False
7796,2020-05-21,Suburban,Theft,No,False
7797,2020-05-21,Suburban,Speeding,No,False
7798,2020-05-20,Suburban,Speeding,No,False
7799,2020-05-20,Urban,Speeding,Yes,False
7800,2020-05-20,Suburban,Jaywalking,No,False
7801,2020-05-20,Rural,Speeding,No,False
7802,2020-05-20,Rural,Speeding,No,False
7803,2020-05-20,Rural,Blackmail,Yes,False
7804,2020-05-20,Suburban,Fraud,No,False
7805,2020-05-19,Urban,Blackmail,No,False
7806,2020-05-19,Suburban,Jaywalking,No,False
7807,2020-05-19,Urban,Theft,No,False
7808,2020-05-19,Suburban,Jaywalking,Yes,False
7809,2020-05-19,Urban,Fraud,No,False
7810,2020-05-19,Urban,Speeding,Yes,False
7811,2020-05-19,Suburban,Jaywalking,No,False
7812,2020-05-18,Suburban,Theft,Yes,True
7813,2020-05-18,Suburban,Jaywalking,Yes,False
7814,2020-05-18,Rural,Theft,Yes,True
7815,2020-05-18,Urban,Theft,No,True
7816,2020-05-18,Urban,Speeding,Yes,False
7817,2020-05-18,Suburban,Theft,No,True
7818,2020-05-18,Urban,Theft,No,True
7819,2020-05-16,Urban,Jaywalking,No,False
7820,2020-05-16,Urban,Speeding,Yes,False
7821,2020-05-16,Suburban,Speeding,No,False
7822,2020-05-15,Urban,Theft,No,False
7823,2020-05-15,Rural,Speeding,No,False
7824,2020-05-15,Urban,Speeding,No,False
7825,2020-05-14,Urban,Speeding,No,False
7826,2020-05-14,Rural,Theft,No,True
7827,2020-05-14,Rural,Jaywalking,No,False
7828,2020-05-14,Suburban,Theft,No,False
7829,2020-05-14,Urban,Jaywalking,No,False
7830,2020-05-14,Suburban,Jaywalking,No,False
7831,2020-05-14,Urban,Fraud,Yes,False
7832,2020-05-14,Rural,Jaywalking,No,False
7833,2020-05-14,Urban,Jaywalking,No,False
7834,2020-05-13,Urban,Murder,No,True
7835,2020-05-12,Urban,Speeding,No,False
7836,2020-05-12,Urban,Jaywalking,No,False
7837,2020-05-12,Urban,Fraud,No,False
7838,2020-05-11,Suburban,Theft,No,False
7839,2020-05-11,Rural,Speeding,No,False
7840,2020-05-11,Suburban,Blackmail,No,False
7841,2020-05-11,Suburban,Blackmail,Yes,False
7842,2020-05-11,Urban,Jaywalking,No,False
7843,2020-05-11,Urban,Blackmail,Yes,False
7844,2020-05-11,Urban,Theft,No,False
7845,2020-05-10,Suburban,Jaywalking,No,False
7846,2020-05-10,Urban,Speeding,Yes,False
7847,2020-05-10,Urban,Theft,No,True
7848,2020-05-10,Urban,Jaywalking,No,False
7849,2020-05-10,Suburban,Theft,Yes,True
7850,2020-05-10,Suburban,Theft,No,True
7851,2020-05-10,Rural,Speeding,No,False
7852,2020-05-10,Urban,Theft,Yes,False
7853,2020-05-10,Rural,Jaywalking,Yes,False
7854,2020-05-09,Rural,Theft,Yes,True
7855,2020-05-09,Suburban,Jaywalking,No,False
7856,2020-05-09,Urban,Car theft,No,False
7857,2020-05-07,Urban,Theft,Yes,True
7858,2020-05-07,Urban,Jaywalking,No,False
7859,2020-05-06,Suburban,Blackmail,No,False
7860,2020-05-06,Suburban,Blackmail,No,False
7861,2020-05-06,Suburban,Speeding,No,False
7862,2020-05-06,Rural,Fraud,No,False
7863,2020-05-06,Suburban,Jaywalking,No,False
7864,2020-05-06,Suburban,Theft,No,False
7865,2020-05-06,Urban,Speeding,No,False
7866,2020-05-06,Suburban,Jaywalking,No,False
7867,2020-05-06,Rural,Jaywalking,No,False
7868,2020-05-05,Urban,Fraud,No,False
7869,2020-05-05,Rural,Jaywalking,No,False
7870,2020-05-05,Suburban,Speeding,No,False
7871,2020-05-05,Suburban,Fraud,No,False
7872,2020-05-05,Suburban,Speeding,No,False
7873,2020-05-05,Rural,Fraud,No,False
7874,2020-05-05,Suburban,Blackmail,No,False
7875,2020-05-04,Suburban,Speeding,No,False
7876,2020-05-04,Urban,Theft,No,True
7877,2020-05-04,Urban,Speeding,No,False
7878,2020-05-04,Urban,Jaywalking,No,False
7879,2020-05-04,Urban,Speeding,No,False
7880,2020-05-04,Suburban,Speeding,No,False
7881,2020-05-04,Urban,Theft,No,True
7882,2020-05-04,Urban,Theft,No,False
7883,2020-05-03,Rural,Theft,No,True
7884,2020-05-03,Urban,Theft,No,True
7885,2020-05-03,Urban,Theft,No,False
7886,2020-05-01,Rural,Theft,Yes,False
7887,2020-05-01,Rural,Theft,Yes,True
7888,2020-05-01,Urban,Speeding,No,False
7889,2020-05-01,Urban,Fraud,No,False
7890,2020-05-01,Urban,Theft,No,False
7891,2020-05-01,Urban,Theft,Yes,True
7892,2020-05-01,Suburban,Fraud,No,False
7893,2020-04-30,Urban,Theft,No,False
7894,2020-04-30,Rural,Theft,No,True
7895,2020-04-30,Suburban,Theft,No,False
7896,2020-04-29,Suburban,Speeding,No,False
7897,2020-04-29,Urban,Theft,No,True
7898,2020-04-29,Urban,Theft,No,False
7899,2020-04-29,Urban,Speeding,No,False
7900,2020-04-28,Suburban,Jaywalking,Yes,False
7901,2020-04-28,Suburban,Theft,No,False
7902,2020-04-28,Urban,Jaywalking,No,False
7903,2020-04-27,Suburban,Jaywalking,Yes,False
7904,2020-04-27,Urban,Jaywalking,No,False
7905,2020-04-27,Urban,Theft,No,False
7906,2020-04-27,Urban,Speeding,Yes,False
7907,2020-04-27,Urban,Speeding,No,False
7908,2020-04-27,Urban,Jaywalking,No,False
7909,2020-04-27,Urban,Speeding,Yes,False
7910,2020-04-27,Rural,Theft,No,False
7911,2020-04-27,Rural,Jaywalking,No,False
7912,2020-04-27,Suburban,Theft,No,False
7913,2020-04-26,Urban,Jaywalking,No,False
7914,2020-04-26,Urban,Fraud,Yes,False
7915,2020-04-26,Urban,Theft,No,False
7916,2020-04-26,Suburban,Speeding,No,False
7917,2020-04-26,Urban,Theft,No,False
7918,2020-04-26,Urban,Theft,No,False
7919,2020-04-26,Suburban,Theft,No,False
7920,2020-04-26,Rural,Speeding,Yes,False
7921,2020-04-26,Rural,Fraud,No,False
7922,2020-04-25,Suburban,Jaywalking,No,False
7923,2020-04-25,Suburban,Fraud,No,False
7924,2020-04-24,Urban,Jaywalking,No,False
7925,2020-04-24,Suburban,Speeding,Yes,False
7926,2020-04-24,Urban,Speeding,Yes,False
7927,2020-04-24,Urban,Jaywalking,No,False
7928,2020-04-23,Urban,Theft,No,True
7929,2020-04-23,Suburban,Blackmail,Yes,False
7930,2020-04-23,Rural,Theft,Yes,False
7931,2020-04-23,Urban,Jaywalking,No,False
7932,2020-04-23,Suburban,Theft,No,False
7933,2020-04-23,Urban,Speeding,Yes,False
7934,2020-04-22,Suburban,Fraud,No,False
7935,2020-04-21,Urban,Theft,No,False
7936,2020-04-21,Suburban,Jaywalking,No,False
7937,2020-04-21,Urban,Theft,No,True
7938,2020-04-21,Urban,Fraud,No,False
7939,2020-04-21,Suburban,Jaywalking,No,False
7940,2020-04-21,Urban,Theft,No,False
7941,2020-04-21,Suburban,Fraud,No,False
7942,2020-04-21,Suburban,Speeding,No,False
7943,2020-04-20,Suburban,Jaywalking,Yes,False
7944,2020-04-20,Urban,Jaywalking,No,False
7945,2020-04-20,Urban,Jaywalking,No,False
7946,2020-04-20,Suburban,Theft,No,False
7947,2020-04-20,Urban,Fraud,No,False
7948,2020-04-20,Urban,Blackmail,No,False
7949,2020-04-19,Rural,Theft,No,True
7950,2020-04-19,Suburban,Speeding,No,False
7951,2020-04-19,Rural,Speeding,No,False
7952,2020-04-19,Urban,Theft,No,False
7953,2020-04-18,Urban,Jaywalking,Yes,False
7954,2020-04-18,Suburban,Speeding,No,False
7955,2020-04-18,Rural,Speeding,No,False
7956,2020-04-18,Suburban,Theft,No,False
7957,2020-04-16,Suburban,Theft,Yes,False
7958,2020-04-16,Urban,Blackmail,Yes,False
7959,2020-04-16,Rural,Jaywalking,No,False
7960,2020-04-16,Rural,Jaywalking,No,False
7961,2020-04-16,Suburban,Theft,No,False
7962,2020-04-16,Suburban,Speeding,No,False
7963,2020-04-14,Rural,Speeding,No,False
7964,2020-04-14,Suburban,Fraud,Yes,False
7965,2020-04-14,Urban,Blackmail,No,False
7966,2020-04-14,Urban,Blackmail,No,False
7967,2020-04-14,Urban,Theft,No,True
7968,2020-04-14,Urban,Fraud,No,False
7969,2020-04-14,Suburban,Theft,No,False
7970,2020-04-13,Rural,Theft,No,True
7971,2020-04-13,Urban,Speeding,No,False
7972,2020-04-13,Suburban,Jaywalking,No,False
7973,2020-04-13,Urban,Jaywalking,Yes,False
7974,2020-04-13,Urban,Theft,No,False
7975,2020-04-13,Urban,Theft,No,False
7976,2020-04-13,Urban,Theft,No,False
7977,2020-04-13,Urban,Theft,No,True
7978,2020-04-13,Suburban,Jaywalking,Yes,False
7979,2020-04-12,Suburban,Speeding,No,False
7980,2020-04-11,Urban,Blackmail,No,False
7981,2020-04-11,Urban,Theft,No,True
7982,2020-04-11,Suburban,Theft,Yes,True
7983,2020-04-11,Suburban,Speeding,No,False
7984,2020-04-11,Urban,Jaywalking,No,False
7985,2020-04-11,Suburban,Theft,No,True
7986,2020-04-11,Suburban,Fraud,No,False
7987,2020-04-11,Urban,Speeding,No,False
7988,2020-04-10,Urban,Speeding,No,False
7989,2020-04-10,Suburban,Theft,No,True
7990,2020-04-10,Urban,Theft,No,True
7991,2020-04-10,Suburban,Theft,No,False
7992,2020-04-10,Rural,Fraud,No,False
7993,2020-04-10,Rural,Theft,No,True
7994,2020-04-10,Rural,Theft,No,True
7995,2020-04-09,Suburban,Theft,No,True
7996,2020-04-09,Urban,Theft,No,False
7997,2020-04-09,Rural,Speeding,No,False
7998,2020-04-09,Urban,Theft,No,True
7999,2020-04-09,Rural,Theft,Yes,True
8000,2020-04-09,Rural,Fraud,No,False
8001,2020-04-09,Urban,Theft,No,False
8002,2020-04-09,Urban,Theft,No,True
8003,2020-04-09,Rural,Speeding,Yes,False
8004,2020-04-09,Urban,Theft,No,True
8005,2020-04-08,Urban,Speeding,No,False
8006,2020-04-07,Urban,Theft,No,False
8007,2020-04-07,Urban,Theft,No,True
8008,2020-04-07,Suburban,Theft,No,True
8009,2020-04-07,Rural,Jaywalking,No,False
8010,2020-04-07,Suburban,Theft,No,True
8011,2020-04-06,Urban,Jaywalking,Yes,False
8012,2020-04-06,Suburban,Theft,No,True
8013,2020-04-06,Urban,Speeding,No,False
8014,2020-04-05,Suburban,Jaywalking,No,False
8015,2020-04-05,Suburban,Theft,Yes,True
8016,2020-04-05,Urban,Jaywalking,No,False
8017,2020-04-05,Suburban,Fraud,No,False
8018,2020-04-04,Urban,Theft,No,True
8019,2020-04-04,Rural,Fraud,No,False
8020,2020-04-03,Rural,Fraud,No,False
8021,2020-04-03,Suburban,Theft,No,False
8022,2020-04-03,Rural,Theft,Yes,False
8023,2020-04-03,Urban,Theft,No,False
8024,2020-04-03,Urban,Blackmail,No,False
8025,2020-04-03,Rural,Jaywalking,No,False
8026,2020-04-03,Urban,Theft,No,True
8027,2020-04-03,Urban,Theft,No,True
8028,2020-04-03,Rural,Theft,No,False
8029,2020-04-03,Urban,Fraud,No,False
8030,2020-04-02,Urban,Theft,No,True
8031,2020-04-02,Urban,Blackmail,No,False
8032,2020-04-02,Urban,Speeding,No,False
8033,2020-04-02,Suburban,Jaywalking,No,False
8034,2020-04-02,Rural,Fraud,Yes,False
8035,2020-04-02,Rural,Murder,No,True
8036,2020-04-02,Urban,Murder,No,True
8037,2020-04-02,Urban,Theft,Yes,False
8038,2020-04-02,Urban,Theft,No,True
8039,2020-04-01,Urban,Speeding,No,False
8040,2020-04-01,Suburban,Jaywalking,No,False
8041,2020-04-01,Urban,Fraud,No,False
8042,2020-03-31,Suburban,Theft,No,False
8043,2020-03-31,Urban,Jaywalking,Yes,False
8044,2020-03-31,Urban,Jaywalking,No,False
8045,2020-03-31,Rural,Blackmail,No,False
8046,2020-03-31,Rural,Speeding,No,False
8047,2020-03-31,Rural,Theft,No,False
8048,2020-03-31,Urban,Speeding,Yes,False
8049,2020-03-31,Urban,Theft,Yes,True
8050,2020-03-30,Suburban,Speeding,No,False
8051,2020-03-30,Rural,Theft,No,True
8052,2020-03-30,Suburban,Speeding,No,False
8053,2020-03-29,Rural,Speeding,Yes,False
8054,2020-03-28,Suburban,Theft,No,False
8055,2020-03-28,Suburban,Theft,No,True
8056,2020-03-28,Suburban,Speeding,No,False
8057,2020-03-27,Suburban,Speeding,Yes,False
8058,2020-03-27,Rural,Jaywalking,No,False
8059,2020-03-27,Urban,Theft,Yes,True
8060,2020-03-26,Urban,Theft,No,True
8061,2020-03-26,Suburban,Theft,No,False
8062,2020-03-26,Suburban,Theft,No,False
8063,2020-03-26,Urban,Car theft,No,False
8064,2020-03-26,Urban,Theft,No,True
8065,2020-03-26,Urban,Speeding,No,False
8066,2020-03-25,Urban,Theft,No,True
8067,2020-03-25,Urban,Speeding,No,False
8068,2020-03-24,Urban,Fraud,Yes,False
8069,2020-03-24,Urban,Speeding,No,False
8070,2020-03-24,Suburban,Theft,Yes,True
8071,2020-03-24,Urban,Theft,Yes,True
8072,2020-03-24,Rural,Theft,No,False
8073,2020-03-24,Urban,Fraud,Yes,False
8074,2020-03-24,Urban,Speeding,Yes,False
8075,2020-03-24,Suburban,Theft,No,True
8076,2020-03-23,Suburban,Speeding,No,False
8077,2020-03-22,Urban,Theft,No,False
8078,2020-03-22,Urban,Fraud,No,False
8079,2020-03-21,Urban,Murder,No,True
8080,2020-03-21,Rural,Theft,No,True
8081,2020-03-21,Urban,Theft,No,True
8082,2020-03-21,Suburban,Murder,No,True
8083,2020-03-21,Suburban,Murder,No,True
8084,2020-03-21,Urban,Theft,No,True
8085,2020-03-21,Suburban,Theft,No,True
8086,2020-03-21,Urban,Murder,No,True
8087,2020-03-21,Urban,Murder,No,True
8088,2020-03-21,Urban,Theft,No,True
8089,2020-03-21,Suburban,Theft,No,True
8090,2020-03-21,Urban,Speeding,No,False
8091,2020-03-21,Urban,Car theft,No,False
8092,2020-03-21,Urban,Speeding,No,False
8093,2020-03-21,Suburban,Theft,No,True
8094,2020-03-21,Suburban,Speeding,No,False
8095,2020-03-21,Suburban,Speeding,No,False
8096,2020-03-21,Urban,Speeding,No,False
8097,2020-03-21,Suburban,Speeding,No,False
8098,2020-03-21,Urban,Theft,No,True
8099,2020-03-21,Suburban,Speeding,No,False
8100,2020-03-21,Suburban,Theft,No,True
8101,2020-03-21,Urban,Speeding,No,False
8102,2020-03-21,Suburban,Speeding,No,False
8103,2020-03-21,Urban,Theft,No,True
8104,2020-03-21,Suburban,Speeding,No,False
8105,2020-03-21,Rural,Murder,No,True
8106,2020-03-21,Urban,Theft,No,True
8107,2020-03-21,Rural,Theft,No,True
8108,2020-03-21,Urban,Murder,No,True
8109,2020-03-21,Urban,Jaywalking,No,False
8110,2020-03-21,Urban,Murder,No,True
8111,2020-03-21,Urban,Theft,No,True
8112,2020-03-21,Urban,Murder,No,True
8113,2020-03-21,Suburban,Theft,No,True
8114,2020-03-21,Urban,Murder,No,True
8115,2020-03-21,Urban,Car theft,No,False
8116,2020-03-21,Suburban,Murder,No,True
8117,2020-03-21,Urban,Murder,No,True
8118,2020-03-21,Rural,Murder,No,True
8119,2020-03-21,Suburban,Murder,No,True
8120,2020-03-21,Rural,Speeding,No,False
8121,2020-03-21,Urban,Speeding,No,False
8122,2020-03-21,Urban,Murder,No,True
8123,2020-03-21,Urban,Murder,No,True
8124,2020-03-21,Urban,Speeding,No,False
8125,2020-03-21,Urban,Speeding,No,False
8126,2020-03-21,Urban,Theft,No,True
8127,2020-03-21,Urban,Murder,No,True
8128,2020-03-21,Rural,Theft,No,True
8129,2020-03-21,Rural,Speeding,No,False
8130,2020-03-21,Rural,Murder,No,True
8131,2020-03-21,Urban,Murder,No,True
8132,2020-03-21,Urban,Theft,No,True
8133,2020-03-21,Urban,Car theft,No,False
8134,2020-03-21,Rural,Murder,No,True
8135,2020-03-21,Rural,Speeding,No,False
8136,2020-03-21,Suburban,Murder,No,True
8137,2020-03-21,Urban,Murder,No,True
8138,2020-03-21,Urban,Theft,No,True
8139,2020-03-21,Rural,Murder,No,True
8140,2020-03-21,Suburban,Murder,No,True
8141,2020-03-21,Rural,Speeding,No,False
8142,2020-03-21,Urban,Speeding,No,False
8143,2020-03-21,Urban,Theft,No,True
8144,2020-03-21,Urban,Murder,No,True
8145,2020-03-21,Urban,Speeding,No,False
8146,2020-03-21,Suburban,Speeding,No,False
8147,2020-03-21,Suburban,Theft,No,True
8148,2020-03-21,Urban,Murder,No,True
8149,2020-03-21,Urban,Murder,No,True
8150,2020-03-21,Urban,Murder,No,True
8151,2020-03-21,Urban,Speeding,No,False
8152,2020-03-21,Urban,Theft,No,True
8153,2020-03-21,Rural,Murder,No,True
8154,2020-03-21,Suburban,Speeding,No,False
8155,2020-03-21,Suburban,Speeding,No,False
8156,2020-03-21,Suburban,Murder,No,True
8157,2020-03-21,Urban,Speeding,No,False
8158,2020-03-21,Urban,Speeding,No,False
8159,2020-03-21,Urban,Speeding,No,False
8160,2020-03-21,Urban,Speeding,No,False
8161,2020-03-21,Urban,Theft,No,True
8162,2020-03-21,Urban,Theft,No,True
8163,2020-03-21,Urban,Speeding,No,False
8164,2020-03-21,Suburban,Speeding,No,False
8165,2020-03-21,Urban,Murder,No,True
8166,2020-03-21,Suburban,Murder,No,True
8167,2020-03-21,Suburban,Speeding,No,False
8168,2020-03-21,Rural,Car theft,No,False
8169,2020-03-21,Urban,Murder,No,True
8170,2020-03-21,Urban,Murder,No,True
8171,2020-03-21,Rural,Theft,No,True
8172,2020-03-21,Urban,Car theft,No,False
8173,2020-03-21,Suburban,Murder,No,True
8174,2020-03-21,Suburban,Theft,No,True
8175,2020-03-21,Urban,Speeding,No,False
8176,2020-03-21,Suburban,Speeding,No,False
8177,2020-03-21,Urban,Speeding,No,False
8178,2020-03-21,Suburban,Theft,No,True
8179,2020-03-21,Urban,Car theft,No,False
8180,2020-03-21,Suburban,Speeding,No,False
8181,2020-03-21,Urban,Car theft,No,False
8182,2020-03-21,Suburban,Theft,No,True
8183,2020-03-21,Suburban,Speeding,No,False
8184,2020-03-21,Urban,Blackmail,No,False
8185,2020-03-21,Urban,Speeding,No,False
8186,2020-03-21,Suburban,Speeding,No,False
8187,2020-03-21,Urban,Theft,No,True
8188,2020-03-21,Urban,Speeding,No,False
8189,2020-03-21,Suburban,Murder,No,True
8190,2020-03-21,Suburban,Murder,No,True
8191,2020-03-21,Urban,Speeding,No,False
8192,2020-03-21,Rural,Murder,No,True
8193,2020-03-21,Urban,Murder,No,True
8194,2020-03-21,Suburban,Murder,No,True
8195,2020-03-21,Rural,Speeding,No,False
8196,2020-03-21,Urban,Speeding,No,False
8197,2020-03-21,Urban,Speeding,No,False
8198,2020-03-21,Urban,Speeding,No,False
8199,2020-03-21,Urban,Theft,No,True
8200,2020-03-21,Urban,Murder,No,True
8201,2020-03-21,Urban,Murder,No,True
8202,2020-03-21,Urban,Murder,No,True
8203,2020-03-21,Suburban,Speeding,No,False
8204,2020-03-21,Rural,Car theft,No,False
8205,2020-03-21,Urban,Theft,No,True
8206,2020-03-21,Suburban,Speeding,No,False
8207,2020-03-21,Rural,Murder,No,True
8208,2020-03-21,Urban,Theft,No,True
8209,2020-03-21,Suburban,Murder,No,True
8210,2020-03-21,Urban,Speeding,No,False
8211,2020-03-21,Urban,Theft,No,True
8212,2020-03-21,Urban,Murder,No,True
8213,2020-03-21,Suburban,Theft,No,True
8214,2020-03-21,Rural,Speeding,No,False
8215,2020-03-21,Rural,Speeding,No,False
8216,2020-03-21,Urban,Murder,No,True
8217,2020-03-21,Urban,Speeding,No,False
8218,2020-03-21,Urban,Speeding,No,False
8219,2020-03-21,Suburban,Murder,No,True
8220,2020-03-21,Rural,Speeding,No,False
8221,2020-03-21,Rural,Theft,No,True
8222,2020-03-21,Urban,Speeding,No,False
8223,2020-03-21,Urban,Speeding,No,False
8224,2020-03-21,Suburban,Theft,No,True
8225,2020-03-21,Urban,Speeding,No,False
8226,2020-03-21,Suburban,Car theft,No,False
8227,2020-03-21,Suburban,Murder,No,True
8228,2020-03-21,Urban,Murder,No,True
8229,2020-03-21,Suburban,Theft,No,True
8230,2020-03-21,Rural,Murder,No,True
8231,2020-03-21,Rural,Theft,No,True
8232,2020-03-21,Rural,Fraud,No,False
8233,2020-03-21,Rural,Theft,No,True
8234,2020-03-21,Rural,Murder,No,True
8235,2020-03-21,Urban,Murder,No,True
8236,2020-03-21,Rural,Speeding,No,False
8237,2020-03-21,Rural,Murder,No,True
8238,2020-03-21,Urban,Theft,No,True
8239,2020-03-21,Urban,Theft,No,True
8240,2020-03-21,Suburban,Blackmail,No,False
8241,2020-03-21,Suburban,Theft,No,True
8242,2020-03-21,Urban,Speeding,No,False
8243,2020-03-21,Suburban,Theft,No,True
8244,2020-03-21,Urban,Speeding,No,False
8245,2020-03-21,Rural,Theft,No,True
8246,2020-03-21,Urban,Murder,No,True
8247,2020-03-21,Suburban,Car theft,No,False
8248,2020-03-21,Urban,Theft,No,True
8249,2020-03-21,Suburban,Theft,No,True
8250,2020-03-21,Rural,Murder,No,True
8251,2020-03-21,Urban,Theft,No,True
8252,2020-03-21,Suburban,Murder,No,True
8253,2020-03-21,Suburban,Murder,No,True
8254,2020-03-21,Suburban,Murder,No,True
8255,2020-03-21,Rural,Theft,No,True
8256,2020-03-21,Urban,Murder,No,True
8257,2020-03-21,Urban,Theft,No,True
8258,2020-03-21,Rural,Fraud,No,False
8259,2020-03-21,Rural,Blackmail,No,False
8260,2020-03-21,Suburban,Murder,No,True
8261,2020-03-21,Urban,Murder,No,True
8262,2020-03-21,Suburban,Murder,No,True
8263,2020-03-21,Rural,Murder,No,True
8264,2020-03-21,Urban,Murder,No,True
8265,2020-03-21,Rural,Speeding,No,False
8266,2020-03-21,Rural,Murder,No,True
8267,2020-03-21,Urban,Speeding,No,False
8268,2020-03-21,Urban,Car theft,No,False
8269,2020-03-21,Rural,Murder,No,True
8270,2020-03-21,Urban,Speeding,No,False
8271,2020-03-21,Rural,Murder,No,True
8272,2020-03-21,Urban,Murder,No,True
8273,2020-03-21,Urban,Speeding,No,False
8274,2020-03-21,Suburban,Speeding,No,False
8275,2020-03-21,Suburban,Theft,No,True
8276,2020-03-21,Rural,Murder,No,True
8277,2020-03-21,Rural,Blackmail,No,False
8278,2020-03-21,Suburban,Speeding,No,False
